"user_id","game_name","payment_month","language","age","has_older_device_model","arppu","paid_users","new_paid_users","mrr","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_mrr","back_from_churn_mrr"
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-05-01,ru,20,false,12.12,1,1,12.12,12.12,0,0,,,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-05-01,ru,20,false,30.33,1,0,30.33,,0,0,,-26.52,
"8TTRdxncZg7Nl0tvfwsZng==",game 3,2022-05-01,uk,30,false,14.25,1,1,14.25,14.25,1,14.25,,,
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-05-01,uk,19,false,153.54,1,1,153.54,153.54,0,0,,,
fXlo39/YD2z9SEVShTXp6w==,game 3,2022-05-01,uk,34,false,17.34,1,1,17.34,17.34,1,17.34,,,
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-06-01,ru,24,false,89.61,1,0,89.61,,0,0,50.01,,
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-06-01,uk,29,false,46.53,1,0,46.53,,1,46.53,33.60,,
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-06-01,uk,15,false,41.13,1,0,41.13,,0,0,25.80,,
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-06-01,ru,21,false,41.52,1,0,41.52,,0,0,19.35,,
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-06-01,uk,22,false,13.26,1,0,13.26,,0,0,,-3.18,
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-06-01,uk,24,false,65.25,1,0,65.25,,0,0,,-4.83,
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-06-01,ru,18,false,113.76,1,0,113.76,,1,113.76,,,113.76
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-06-01,ru,20,false,27.87,1,0,27.87,,0,0,,-63.81,
MRcEXu/KG95hsIyJM/816A==,game 3,2022-06-01,uk,32,false,23.40,1,0,23.4,,0,0,,-14.58,
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-06-01,uk,14,true,46.20,1,0,46.20,,0,0,,-19.53,
ZU1vF9G4TjB+iEZ001MU3g==,game 3,2022-06-01,ru,29,false,17.22,1,1,17.22,17.22,0,0,,,
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-06-01,ru,20,false,13.08,1,0,13.08,,0,0,0.96,,
LWAxWBdiFs/25YxI4ZGthA==,game 3,2022-06-01,ru,17,true,18.54,1,0,18.54,,1,18.54,,-67.92,
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-06-01,uk,21,false,18.66,1,0,18.66,,0,0,,,18.66
Wi8qtp9drPDZD0laCPi2Ng==,game 3,2022-06-01,uk,26,false,14.04,1,0,14.04,,1,14.04,1.05,,
K/6KHxREKTlFZXRfBNVNuQ==,game 3,2022-06-01,ru,19,false,14.64,1,0,14.64,,0,0,1.38,,
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-06-01,ru,18,false,25.65,1,0,25.65,,0,0,11.10,,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-06-01,uk,20,false,66.45,1,0,66.45,,0,0,12.18,,
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-06-01,uk,16,false,82.80,1,0,82.80,,0,0,15.51,,
"4pssft0TgDfiQexjbe25lw==",game 3,2022-06-01,ru,26,false,14.76,1,1,14.76,14.76,0,0,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-06-01,uk,25,false,63.39,1,0,63.39,,1,63.39,45.33,,
crKNTIblJ0113SKEtSJQHw==,game 3,2022-06-01,uk,16,false,29.97,1,0,29.97,,0,0,,-64.02,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-06-01,ru,20,false,22.47,1,0,22.47,,0,0,,-7.86,
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-06-01,uk,24,false,25.56,1,0,25.56,,0,0,9.51,,
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-06-01,ru,17,false,204.48,1,0,204.48,,0,0,130.47,,
JBV4ilPNTtWevrqq146kyg==,game 3,2022-06-01,uk,43,false,16.38,1,1,16.38,16.38,0,0,,,
J6WNl39fdxaY8ZtvV8wNkw==,game 3,2022-06-01,uk,18,true,41.85,1,0,41.85,,1,41.85,16.86,,
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-06-01,uk,22,false,71.97,1,0,71.97,,0,0,33.21,,
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-06-01,uk,24,false,54.54,1,1,54.54,54.54,0,0,,,
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-06-01,ru,18,false,89.07,1,0,89.07,,0,0,,,89.07
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-06-01,uk,15,false,53.55,1,1,53.55,53.55,0,0,,,
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-06-01,uk,24,false,91.05,1,0,91.05,,0,0,42.00,,
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-06-01,uk,21,false,32.37,1,0,32.37,,0,0,1.17,,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-06-01,uk,18,false,34.89,1,0,34.89,,0,0,,,34.89
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-06-01,uk,24,false,13.50,1,1,13.5,13.5,0,0,,,
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-06-01,ru,23,false,13.89,1,0,13.89,,1,13.89,,-23.73,
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-06-01,uk,19,false,103.14,1,0,103.14,,0,0,,-50.40,
dp8g3Zsy2hCfov8GumRuWg==,game 3,2022-06-01,ru,19,false,13.89,1,1,13.89,13.89,1,13.89,,,
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-06-01,uk,16,false,17.64,1,0,17.64,,0,0,,-15.51,
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-06-01,uk,19,false,28.95,1,0,28.95,,0,0,6.21,,
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-06-01,uk,16,false,55.02,1,0,55.02,,0,0,,-40.89,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-06-01,uk,15,false,66.96,1,0,66.96,,0,0,,-55.98,
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-06-01,uk,23,false,86.49,1,0,86.49,,0,0,14.34,,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-06-01,uk,23,false,25.35,1,0,25.35,,0,0,,-46.71,
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,2022-06-01,ru,24,false,67.71,1,1,67.71,67.71,0,0,,,
HjI8n/FVfaGZ4bIEwrZPGw==,game 3,2022-06-01,ru,29,false,31.80,1,1,31.80,31.80,1,31.80,,,
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-06-01,en,25,false,33.51,1,1,33.51,33.51,0,0,,,
"72brUr/DKItStlTen5pHYg==",game 3,2022-06-01,uk,24,false,86.91,1,0,86.91,,0,0,66.99,,
geIiJ1L04w2qAE0qzQUb2g==,game 3,2022-06-01,uk,23,false,51.24,1,1,51.24,51.24,0,0,,,
H2Tik+BqoLgAQX4uSw/8vA==,game 3,2022-06-01,uk,30,false,51.21,1,0,51.21,,0,0,39.12,,
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-06-01,uk,38,false,36.78,1,0,36.78,,0,0,,,36.78
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-06-01,ru,22,false,86.85,1,0,86.85,,0,0,28.59,,
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-06-01,uk,20,false,97.95,1,0,97.95,,0,0,61.20,,
fDgyPW0yy0+9ietMvl0vmA==,game 3,2022-06-01,ru,18,false,19.98,1,1,19.98,19.98,0,0,,,
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-06-01,ru,21,true,35.88,1,0,35.88,,0,0,,-60.18,
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-06-01,uk,18,false,30.87,1,1,30.87,30.87,0,0,,,
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-06-01,uk,14,false,36.06,1,0,36.06,,0,0,,-12.24,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-06-01,ru,25,false,31.95,1,0,31.95,,0,0,,-10.77,
urYfKANRgMuaQO9lQnBgnQ==,game 3,2022-06-01,uk,31,false,13.26,1,0,13.26,,0,0,0.60,,
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-06-01,ru,23,false,12.39,1,0,12.39,,1,12.39,,-38.79,
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-06-01,uk,17,false,34.11,1,0,34.11,,0,0,2.01,,
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,2022-06-01,ru,17,false,55.23,1,0,55.23,,0,0,7.35,,
TWDA+aUZ8OPMHOtz5cPPXA==,game 3,2022-06-01,ru,20,false,14.07,1,0,14.07,,1,14.07,,-13.35,
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-06-01,ru,32,false,144.75,1,0,144.75,,0,0,25.80,,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-06-01,ru,25,false,56.13,1,1,56.13,56.13,0,0,,,
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-06-01,ru,23,false,31.44,1,0,31.44,,0,0,,,31.44
to3TWHIKMGoINAlfTdWn+w==,game 3,2022-06-01,uk,28,false,35.34,1,1,35.34,35.34,0,0,,,
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-06-01,uk,16,true,13.56,1,1,13.56,13.56,1,13.56,,,
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-06-01,ru,25,false,63.45,1,0,63.45,,1,63.45,,,63.45
Grpkzd4XIHh+ZbTMNxnUGg==,game 3,2022-06-01,ru,30,false,14.49,1,0,14.49,,1,14.49,,-27.39,
ShEJVi+TtuQlvdw2uetd/Q==,game 3,2022-06-01,uk,22,false,32.13,1,0,32.13,,1,32.13,4.26,,
sCKPcG1GIuOo593nRuu1Cw==,game 3,2022-06-01,uk,25,false,61.11,1,1,61.11,61.11,1,61.11,,,
S+4OKFlwA3L8VcjOt8TurA==,game 3,2022-06-01,uk,29,false,29.16,1,0,29.16,,0,0,13.92,,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-06-01,ru,16,false,34.35,1,0,34.35,,0,0,18.66,,
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-06-01,ru,15,false,13.05,1,0,13.05,,1,13.05,,,13.05
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-06-01,ru,17,false,68.58,1,0,68.58,,0,0,41.58,,
RwtKwrRSrVpyAMRaDyhr8g==,game 3,2022-06-01,uk,44,false,63.78,1,0,63.78,,1,63.78,39.72,,
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-06-01,ru,24,false,88.08,1,0,88.08,,0,0,75.60,,
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-06-01,uk,16,false,74.85,1,1,74.85,74.85,1,74.85,,,
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-06-01,uk,18,true,49.92,1,1,49.92,49.92,0,0,,,
RsmjZqhi61Kd7U5ihaXhDw==,game 3,2022-06-01,uk,30,false,68.58,1,1,68.58,68.58,1,68.58,,,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-06-01,uk,31,false,48.21,1,0,48.21,,0,0,34.41,,
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-06-01,uk,28,false,17.07,1,0,17.07,,0,0,4.89,,
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-06-01,uk,24,false,107.40,1,0,107.40,,0,0,,,107.40
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-06-01,uk,21,false,103.71,1,0,103.71,,0,0,56.49,,
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-06-01,ru,22,false,53.28,1,1,53.28,53.28,0,0,,,
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-06-01,uk,20,false,15.06,1,0,15.06,,0,0,,-58.23,
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-06-01,en,16,false,41.88,1,0,41.88,,0,0,,-49.29,
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-06-01,uk,25,false,14.55,1,1,14.55,14.55,0,0,,,
q/Tz1C31XWaBUDrRn2ezDw==,game 3,2022-06-01,uk,21,false,72.48,1,0,72.48,,0,0,54.84,,
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-06-01,ru,24,true,32.07,1,0,32.07,,0,0,16.47,,
qqYyR2vRI+7pgiuyTnVM+A==,game 3,2022-06-01,ru,19,false,36.84,1,0,36.84,,0,0,,-3.33,
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-06-01,ru,24,false,18.99,1,0,18.99,,0,0,,-47.58,
QoHEss2e+b385deeX2p39Q==,game 3,2022-06-01,ru,22,false,41.04,1,1,41.04,41.04,0,0,,,
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-06-01,ru,37,false,52.83,1,1,52.83,52.83,0,0,,,
aQDvOXzsDAJWi3Y47ptRPg==,game 3,2022-06-01,ru,20,false,19.08,1,0,19.08,,1,19.08,,-20.22,
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-06-01,uk,20,false,32.04,1,0,32.04,,0,0,10.20,,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-06-01,uk,21,true,20.13,1,0,20.13,,0,0,7.77,,
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-06-01,uk,18,true,31.38,1,0,31.38,,0,0,0.66,,
b3TBQFxyCxxypmPajF+jXw==,game 3,2022-06-01,uk,15,true,71.31,1,0,71.31,,1,71.31,42.63,,
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-06-01,ru,23,false,96.33,1,0,96.33,,0,0,,,96.33
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-06-01,ru,34,false,29.07,1,0,29.07,,0,0,0.75,,
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-06-01,uk,30,false,14.43,1,0,14.43,,0,0,2.34,,
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-06-01,uk,22,false,55.53,1,0,55.53,,0,0,,-12.63,
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-06-01,ru,17,false,41.07,1,0,41.07,,0,0,,-53.04,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-06-01,uk,25,false,12.69,1,1,12.69,12.69,0,0,,,
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,2022-06-01,ru,18,false,17.76,1,1,17.76,17.76,0,0,,,
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-06-01,uk,26,false,14.70,1,1,14.7,14.7,0,0,,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-06-01,uk,25,false,117.48,1,0,117.48,,0,0,,-38.49,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-06-01,uk,20,true,22.83,1,0,22.83,,0,0,,-3.57,
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-06-01,en,20,false,98.37,1,0,98.37,,0,0,22.47,,
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-01,ru,18,false,117.78,1,1,117.78,117.78,0,0,,,
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-07-01,ru,18,false,31.86,1,0,31.86,,0,0,6.21,,
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,2022-07-01,uk,19,false,22.50,1,1,22.5,22.5,0,0,,,
H2Tik+BqoLgAQX4uSw/8vA==,game 3,2022-07-01,uk,30,false,18.12,1,0,18.12,,1,18.12,,-33.09,
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-07-01,uk,24,false,60.72,1,0,60.72,,0,0,47.22,,
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-07-01,uk,20,false,92.19,1,1,92.19,92.19,0,0,,,
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-07-01,uk,21,false,39.87,1,0,39.87,,0,0,,-63.84,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-07-01,uk,23,false,38.10,1,0,38.10,,1,38.10,12.75,,
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-07-01,ru,21,false,85.17,1,0,85.17,,0,0,43.65,,
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-07-01,ru,20,true,33.24,1,1,33.24,33.24,0,0,,,
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-07-01,uk,38,false,31.14,1,1,31.14,31.14,0,0,,,
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-07-01,ru,18,false,114.75,1,0,114.75,,0,0,,,114.75
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-07-01,uk,16,false,45.96,1,0,45.96,,0,0,,-36.84,
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-07-01,ru,18,false,31.59,1,0,31.59,,0,0,,-57.48,
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-07-01,ru,21,true,56.34,1,0,56.34,,0,0,20.46,,
geIiJ1L04w2qAE0qzQUb2g==,game 3,2022-07-01,uk,23,false,107.07,1,0,107.07,,0,0,55.83,,
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-07-01,uk,14,false,75.36,1,0,75.36,,1,75.36,39.30,,
fDgyPW0yy0+9ietMvl0vmA==,game 3,2022-07-01,ru,18,false,32.94,1,0,32.94,,0,0,12.96,,
G9053rs6jbKItKUhrUdLew==,game 3,2022-07-01,uk,27,false,47.01,1,1,47.01,47.01,0,0,,,
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-07-01,uk,19,false,72.57,1,1,72.57,72.57,0,0,,,
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,2022-07-01,uk,16,false,57.39,1,1,57.39,57.39,0,0,,,
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-07-01,uk,21,false,36.66,1,0,36.66,,1,36.66,,,36.66
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-07-01,ru,16,false,50.58,1,0,50.58,,0,0,16.23,,
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-07-01,uk,20,false,45.75,1,0,45.75,,0,0,30.69,,
"3rCdNEPkh3vwmYB0BVadEw==",game 3,2022-07-01,ru,27,false,21.87,1,0,21.87,,0,0,,,21.87
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-07-01,uk,31,false,52.77,1,0,52.77,,0,0,4.56,,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-07-01,uk,21,true,15.78,1,0,15.78,,0,0,,-4.35,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-07-01,uk,25,false,41.73,1,0,41.73,,0,0,29.04,,
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-07-01,uk,26,false,33.75,1,0,33.75,,0,0,19.05,,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-07-01,uk,20,true,89.28,1,0,89.28,,0,0,66.45,,
ZU1vF9G4TjB+iEZ001MU3g==,game 3,2022-07-01,ru,29,false,22.20,1,0,22.2,,0,0,4.98,,
wRHnn4opzbqIBjFFNpBJtw==,game 3,2022-07-01,uk,29,false,12.99,1,1,12.99,12.99,1,12.99,,,
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-07-01,uk,23,false,14.04,1,1,14.04,14.04,0,0,,,
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-07-01,ru,20,false,35.22,1,0,35.22,,1,35.22,22.14,,
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-07-01,ru,20,false,40.71,1,0,40.71,,0,0,12.84,,
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-07-01,ru,17,false,76.92,1,0,76.92,,0,0,,-127.56,
"4oH5e29koOH9zNYW8Kwcsg==",game 3,2022-07-01,uk,28,false,18.06,1,0,18.06,,0,0,,,18.06
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-07-01,uk,24,false,14.40,1,0,14.4,,0,0,,-11.16,
"4pssft0TgDfiQexjbe25lw==",game 3,2022-07-01,ru,26,false,14.43,1,0,14.43,,0,0,,-0.33,
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-07-01,uk,24,false,109.26,1,0,109.26,,1,109.26,18.21,,
"5a/eDajN+4bJdigfI5TWoQ==",game 3,2022-07-01,ru,17,false,12.87,1,1,12.87,12.87,1,12.87,,,
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-07-01,uk,16,false,96.51,1,0,96.51,,1,96.51,41.49,,
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-07-01,uk,19,false,118.83,1,0,118.83,,0,0,89.88,,
"14RMzQMoG017OLkaDBFjng==",game 3,2022-07-01,uk,36,false,14.43,1,1,14.43,14.43,1,14.43,,,
VzxrkGURuahRUx/43mjAFQ==,game 3,2022-07-01,uk,37,false,17.16,1,1,17.16,17.16,0,0,,,
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-07-01,uk,18,false,21.81,1,1,21.81,21.81,0,0,,,
"72brUr/DKItStlTen5pHYg==",game 3,2022-07-01,uk,24,false,37.11,1,0,37.11,,0,0,,-49.80,
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-07-01,uk,38,false,31.26,1,0,31.26,,0,0,,-5.52,
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-07-01,ru,22,false,49.23,1,0,49.23,,1,49.23,,-37.62,
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-07-01,uk,20,false,21.48,1,0,21.48,,0,0,,-76.47,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-07-01,ru,34,false,25.23,1,0,25.23,,0,0,,-3.84,
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-07-01,uk,18,false,94.50,1,0,94.50,,1,94.50,63.63,,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-07-01,ru,25,false,67.56,1,0,67.56,,0,0,35.61,,
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-07-01,ru,15,false,61.41,1,1,61.41,61.41,0,0,,,
urYfKANRgMuaQO9lQnBgnQ==,game 3,2022-07-01,uk,31,false,22.35,1,0,22.35,,1,22.35,9.09,,
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-07-01,ru,15,false,70.89,1,0,70.89,,0,0,,,70.89
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-07-01,uk,17,false,40.23,1,0,40.23,,0,0,6.12,,
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,2022-07-01,ru,17,false,41.01,1,0,41.01,,1,41.01,,-14.22,
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-07-01,ru,32,false,89.04,1,0,89.04,,0,0,,-55.71,
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-07-01,ru,23,false,65.79,1,0,65.79,,1,65.79,34.35,,
to3TWHIKMGoINAlfTdWn+w==,game 3,2022-07-01,uk,28,false,15.87,1,0,15.87,,0,0,,-19.47,
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-07-01,ru,22,false,82.32,1,0,82.32,,0,0,,,82.32
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-07-01,ru,25,false,16.29,1,0,16.29,,0,0,,-39.84,
Sx/MqN31Cxf6tOSLIiDtLg==,game 2,2022-07-01,uk,19,true,26.79,1,1,26.79,26.79,1,26.79,,,
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-07-01,uk,21,false,31.59,1,1,31.59,31.59,0,0,,,
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-07-01,uk,22,false,71.58,1,0,71.58,,1,71.58,,-0.39,
S+4OKFlwA3L8VcjOt8TurA==,game 3,2022-07-01,uk,29,false,19.98,1,0,19.98,,1,19.98,,-9.18,
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-07-01,uk,16,false,62.25,1,1,62.25,62.25,0,0,,,
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-07-01,ru,17,false,18.75,1,0,18.75,,0,0,,-49.83,
s27V1tbCAysovKSY1XcdWQ==,game 3,2022-07-01,uk,34,false,13.56,1,0,13.56,,1,13.56,,,13.56
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-07-01,uk,19,false,86.94,1,1,86.94,86.94,0,0,,,
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-07-01,uk,18,true,72.45,1,0,72.45,,0,0,22.53,,
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-07-01,ru,24,false,120.75,1,0,120.75,,0,0,32.67,,
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-07-01,uk,28,false,29.34,1,0,29.34,,0,0,12.27,,
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-07-01,ru,22,false,24.84,1,0,24.84,,0,0,,-28.44,
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-07-01,uk,24,false,64.44,1,0,64.44,,0,0,,-42.96,
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-07-01,en,16,false,166.38,1,0,166.38,,0,0,124.50,,
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-07-01,uk,25,false,21.63,1,0,21.63,,0,0,7.08,,
q/Tz1C31XWaBUDrRn2ezDw==,game 3,2022-07-01,uk,21,false,46.89,1,0,46.89,,1,46.89,,-25.59,
An7gG7hfETivAjfokQv3Ww==,game 3,2022-07-01,uk,23,false,45.03,1,1,45.03,45.03,0,0,,,
qqYyR2vRI+7pgiuyTnVM+A==,game 3,2022-07-01,ru,19,false,27.03,1,0,27.03,,0,0,,-9.81,
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-07-01,ru,24,false,13.71,1,0,13.71,,0,0,,-5.28,
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-07-01,uk,30,false,25.20,1,0,25.20,,1,25.20,10.77,,
QoHEss2e+b385deeX2p39Q==,game 3,2022-07-01,ru,22,false,99.48,1,0,99.48,,0,0,58.44,,
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-07-01,ru,37,false,86.91,1,0,86.91,,0,0,34.08,,
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-07-01,uk,20,false,78.78,1,0,78.78,,0,0,46.74,,
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-07-01,ru,24,false,52.77,1,0,52.77,,0,0,,-36.84,
psERjQAamFwr88Zadc4wcQ==,game 3,2022-07-01,ru,22,false,13.08,1,1,13.08,13.08,1,13.08,,,
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-07-01,ru,23,false,20.79,1,0,20.79,,0,0,,-75.54,
prNQwR2IPPsvGpFgOpcGaQ==,game 3,2022-07-01,uk,14,false,54.30,1,0,54.30,,1,54.30,,,54.30
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-07-01,uk,22,false,151.44,1,0,151.44,,0,0,95.91,,
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-07-01,ru,17,false,15.21,1,0,15.21,,0,0,,-25.86,
p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,2022-07-01,uk,25,false,22.02,1,1,22.02,22.02,0,0,,,
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,2022-07-01,ru,18,false,28.35,1,0,28.35,,0,0,10.59,,
B7ziVc7jLVg/+snNIp3hLQ==,game 3,2022-07-01,uk,19,false,13.71,1,1,13.71,13.71,1,13.71,,,
OtAfKAtIU2D/ISKleQ64ug==,game 3,2022-07-01,uk,38,false,14.55,1,1,14.55,14.55,1,14.55,,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-07-01,uk,25,false,69.15,1,0,69.15,,0,0,,-48.33,
